9.111693851392441701e-01 2.611547201332981238e+00 3.022338782583222638e+00
1.134892416827048667e+00 1.174059036460252115e+00 1.008688740871737766e+00
1.387870759645537078e+00 7.041737473825786520e-01 1.558289782681363755e+00
1.229549778734897680e+00 1.133502068294848453e+00 1.279542824672931234e+00
1.425277376759673809e+00 9.613938767275049813e-01 7.009168566006247492e-01
1.941925564235194246e+00 5.797410165136998472e+00 7.749089745799077278e+00
3.897064098744494887e-01 1.941566495727023112e+00 2.900904960036467362e+00
9.997599950798996549e-01 1.910752819030777871e+00 3.938310207615538516e-01
9.118354090574644077e-01 6.257254762170258999e-01 7.538778389805971258e-01
3.297420518102907927e+00 6.905353906250196516e+00 4.549426798824376839e+00
2.980805565536532420e+00 6.719697612126117825e+00 4.729367903091659997e+00
1.299604589153682266e+00 1.416325563378143748e+00 3.809658778469963147e-01
2.584527948140203257e+00 6.574358200724574885e+00 5.718396978016937027e+00
1.977420396242448808e+00 6.479254325726985009e+00 8.548207880602323172e+00
2.136007915772419885e+00 6.741939940128732545e+00 7.876530031518316655e+00
2.636338697876704273e+00 5.089054656685361167e+00 5.022284978161026814e+00
3.339560173307223767e+00 5.476767596821295214e+00 4.230018336599759898e+00
3.537248257379545180e+00 6.668195621614483315e+00 4.870225276848163531e+00
1.111281715102391932e+00 3.117599870452273159e+00 2.747020823198915718e+00
2.322019990181146021e+00 6.003313968052882643e+00 8.239264015144668107e+00
4.630047178889936665e-01 1.306765714274058299e+00 9.250203883379599645e-01
-1.050572060593202295e-02 9.835003428471783549e-01 1.580261968617639123e+00
2.862479211547241942e+00 5.414548917836709663e+00 5.240293218066724101e+00
1.890445163699064901e+00 5.583879864688731764e+00 7.796279364479428153e+00
1.245265337320557553e+00 6.210562226768439054e+00 7.814036959056970488e+00
2.904051955758513159e+00 5.978197633774573028e+00 4.924012055917591724e+00
1.520788882045057466e+00 6.334890849307496907e+00 8.317510744208545859e+00
1.316177528772910499e+00 1.965017527353243088e+00 3.711573062212368601e+00
2.037833084407014272e+00 5.911241636600089500e+00 7.987495642376013727e+00
2.316075810646294197e+00 5.662341916179049583e+00 7.623268781835003338e+00
2.056783641083858249e+00 6.338465652558893382e+00 8.131976466787079971e+00
2.563467282261701730e+00 5.236733707354239264e+00 7.964762949919912849e+00
3.224654304950583139e+00 6.739272693090252453e+00 5.361336488516910137e+00
3.238664110529538842e-01 2.837877861860881090e+00 2.923986124417203403e+00
1.113941793943413749e-01 1.233864900944285692e+00 5.415554143523892972e-02
1.393270961930983098e+00 2.604872487820254712e+00 3.335904544078813760e+00
4.832139066160312524e-01 2.320562274207829123e+00 2.937087190463463671e+00
1.354656816241131212e+00 6.531514775814011742e+00 8.610194775939403300e+00
1.245044110961763151e+00 5.680170824895472315e+00 8.266046725747441926e+00
3.178350930988398382e+00 6.342275324229065703e+00 4.545538674297714188e+00
1.234656326577129537e+00 2.149387726263021214e+00 2.845068042830960042e+00
1.363074561534704188e+00 1.117153341180461279e+00 -2.388560275332776150e-01
1.990672470143179495e+00 6.703668432691157975e+00 8.482223621789252377e+00
4.900340463821167836e-01 2.151971252598262829e+00 2.088266500027171180e+00
3.392822906148891704e+00 6.968371566455724420e+00 4.318077721461176743e+00
3.206268922136127575e+00 7.046235208599460620e+00 7.923831666222068471e+00
5.162162790347544217e-01 5.001312184380726222e-01 8.948455836860116364e-01
2.298040744139489000e+00 5.530456194884835419e+00 7.154137534727734504e+00
3.315628309121394501e+00 6.514655818141017463e+00 5.123862549452718795e+00
1.948271175377510378e+00 6.044244576394839363e+00 9.303596226344270192e+00
6.206468927505031097e-01 3.564445307969329235e+00 3.462554734620010066e+00
7.422028579579306173e-01 3.338254698583927649e+00 3.482361553135724375e+00
2.782978087197530037e+00 6.030761434702724522e+00 4.965338978590609464e+00
2.229366995451669275e+00 6.811595954731288316e+00 5.045096510018964864e+00
8.117084573657846747e-01 6.839159827283953774e-01 9.604589039027996433e-01
2.771650589617354221e+00 5.656289693131616225e+00 4.291715565164571089e+00
4.605968494600579666e-01 2.363038120879166648e+00 3.705262483312071087e+00
1.262924366664308629e+00 3.223498768595902675e+00 3.345162673065387615e+00
2.248777363315305422e+00 6.036706986188473678e+00 3.846373556722234355e+00
1.734582427550501293e+00 5.915970389762462034e+00 8.331965455797758935e+00
1.894286401975762368e+00 5.676593047197403763e+00 8.263273415915383779e+00
3.413376186629013098e+00 6.922312669081462033e+00 5.325371040396500888e+00
2.692508923057049586e+00 6.075233773323927444e+00 3.520502514803383054e+00
3.140243344609858767e-01 2.844259907256287967e+00 3.029802305456268385e+00
2.847041820397310907e+00 6.053479710276113757e+00 4.445683383120365484e+00
9.911329521691176758e-01 1.096095679778089416e+00 1.413804754470750602e+00
5.937899958473982220e-01 2.076745828341937550e+00 1.512563893412360638e+00
2.180385322462416120e+00 5.542432118192182067e+00 4.383100745947350774e+00
1.293461459349876996e+00 4.333148184245590784e+00 3.884708937315955790e+00
2.008430783903433881e+00 2.599874294667243291e+00 2.383609047040036177e+00
1.533711748935060015e+00 3.684669157270411333e+00 3.321197322502183802e+00
1.693760874950491768e+00 6.141671800079039123e+00 8.134619383442776908e+00
1.293980687511423922e+00 4.096321906583441086e-01 6.249904911526606988e-01
1.770438851669794866e+00 6.481919764179284726e+00 7.894204732639049205e+00
1.890407141434693461e+00 6.104078856885736037e+00 8.112017220451107846e+00
2.163947229570735598e+00 6.385414059343359483e+00 4.813376755882558200e+00
1.173260859072810636e+00 2.833914714183237482e+00 1.998265456163739628e+00
1.046757689710067885e+00 8.843835734058707043e-01 1.387081751371254335e+00
3.494311305193951611e+00 5.530303219557685779e+00 5.060252048578530726e+00
7.622714521820992406e-01 1.463680277657915418e+00 1.335546397894677773e+00
1.695641633341820498e+00 1.057066405368220607e+00 8.304754981985461582e-01
1.484448629680310550e+00 6.475425226619304198e+00 7.606872685590054139e+00
2.643433811366572961e+00 6.796050582903457205e+00 4.890802928280390205e+00
2.223178889465152075e+00 6.123290305204704964e+00 7.513086626208835384e+00
1.902274511549796987e+00 5.832593494654846999e+00 7.871673256254322126e+00
8.608880147448980669e-01 2.652432403385742710e+00 3.222926377099481599e+00
1.679349923362542185e+00 6.022277679722350285e+00 7.757412395708117359e+00
2.771077662546546971e+00 6.372197019118067907e+00 4.764622669903187280e+00
2.719793379151669299e+00 6.521828093975015506e+00 5.654536047787825481e+00
4.910686190835855669e-01 3.645105129084584838e-01 1.510207879596559000e+00
1.787591146082927462e+00 7.113827422277563706e+00 8.043371997753217428e+00
2.366252452272448181e+00 5.160776791495721660e+00 9.117662579782885857e+00
6.762212093584659689e-01 1.309662846236000711e+00 1.283031513317216987e+00
2.452816291018443895e+00 7.017903606022803054e+00 8.339607871303959641e+00
1.060461689575550981e+00 3.031020636020650194e+00 1.647761952061035595e+00
4.910002109167749262e-01 1.225757965964331175e+00 1.211203730443944249e+00
2.087824210554116711e+00 6.044903488387622481e+00 8.087325474827270710e+00
1.459913507649515108e-01 1.300114820847995567e+00 5.611050899414731230e-01
1.351886109357051335e+00 6.599033261214031221e+00 7.653640786184464417e+00
9.432351679523118815e-01 3.222895937987280135e+00 3.720348094905699288e+00
1.445985295516321267e+00 2.809757061428586500e+00 3.433032015681019455e+00
1.335991799739311814e+00 1.003802167822960056e+00 9.062770936576762804e-01
1.602883289659117860e+00 5.276493488050594038e+00 7.949560729136677217e+00
7.424646554314262570e-02 8.168222708979049340e-01 4.526567420664941999e-01
3.549989478143300126e+00 6.175168549318769351e+00 4.328662434292079197e+00
4.013104650192557799e+00 5.856599193007628656e+00 3.955874995835634067e+00
1.608521092645984307e+00 5.864404460277282460e+00 8.613359001742768584e+00
7.667817711383366763e-01 1.152953316486898139e+00 9.598765432280973453e-01
2.719281833621966182e+00 5.602064517296912349e+00 5.382645629074275462e+00
-1.329553894408486148e-01 2.145610410798387546e-01 6.041024794855225366e-01
2.831271567271950174e-01 8.941990930461081177e-01 9.534644331670306672e-01
1.803323238273849993e+00 6.180452740358637342e+00 8.555356666993224835e+00
2.246644368212294962e-01 1.615804477900066205e+00 8.859872778977539998e-01
1.623603251563400462e+00 6.507735519560450044e+00 7.977909033685132378e+00
1.439183376568230033e+00 1.717987622324443464e+00 1.833705078479167305e+00
2.390550919295869825e+00 6.482561993441408710e+00 5.142176314315484831e+00
8.541782768237864421e-01 2.552898527856770627e-01 8.548655853218480871e-01
1.832338999919119527e+00 5.594158022073667524e+00 7.764483299265465099e+00
2.861468285657256860e+00 5.826008069396103828e+00 5.074635016154346090e+00
7.494163247314047371e-01 2.130588466353802612e+00 3.820512658507911663e+00
2.975527010640501846e+00 6.329292846277124518e+00 4.797140078302868815e+00
7.598242795733530786e-01 3.689670853018582442e+00 3.606025503160285695e+00
2.457856454626627496e+00 6.811940569539641110e+00 7.624475634910512056e+00
2.868690407415187771e+00 6.141880987633845379e+00 4.267231476974304272e+00
2.586924777698581313e+00 6.890721832354808285e+00 7.512860989431126235e+00
2.487584701121394737e+00 7.154809185404905847e+00 5.524169927512756040e+00
2.091097820601479640e+00 5.306409324366262226e+00 5.289677245334701183e+00
3.142427696051716790e+00 5.240070363383539487e+00 4.246776778104793593e+00
1.244542339882189985e+00 6.284534602015330762e+00 7.994276191751357175e+00
1.537296356275242637e+00 6.200595330331918120e+00 5.059731555678898651e+00
6.529591640662835150e-01 1.221871489662187393e+00 8.138001854279089953e-01
3.755208056276924555e+00 6.586670287293091341e+00 5.939124823200302217e+00
6.178300533584399901e-01 3.501436378654461556e+00 3.166605904606225597e+00
2.926988812369048176e+00 5.765345270179631498e+00 5.206840751449635540e+00
8.235873033059299964e-01 2.946531262992630573e+00 3.256505506388128079e+00
5.191544546166256824e-01 2.735264621582195410e+00 2.613788105830632702e+00
1.921148034314847930e+00 6.333829672471200212e+00 8.103182194136339334e+00
4.164311685669855878e-01 3.542014728469749407e+00 4.155230425915561909e+00
2.777200310841953623e+00 6.282362974924574850e+00 5.370860968318840634e+00
